Date,GS3,GS1,GS10,GS5,GS3M,GS6M
1982-01-01,14.640000343322754,14.319999694824219,14.59000015258789,14.649999618530273,12.920000076293945,13.899999618530273
1982-02-01,14.729999542236328,14.729999542236328,14.430000305175781,14.539999961853027,14.279999732971191,14.8100004196167
1982-03-01,14.130000114440918,13.949999809265137,13.859999656677246,13.979999542236328,13.3100004196167,13.829999923706055
1982-04-01,14.180000305175781,13.979999542236328,13.869999885559082,14.0,13.34000015258789,13.869999885559082
1982-05-01,13.770000457763672,13.34000015258789,13.619999885559082,13.75,12.710000038146973,13.130000114440918
1982-06-01,14.479999542236328,14.069999694824219,14.300000190734863,14.430000305175781,13.079999923706055,13.760000228881836
1982-07-01,14.0,13.239999771118164,13.949999809265137,14.069999694824219,11.859999656677246,12.800000190734863
1982-08-01,12.619999885559082,11.430000305175781,13.0600004196167,13.0,9.0,10.510000228881836
1982-09-01,12.029999732971191,10.850000381469727,12.34000015258789,12.25,8.1899995803833,9.829999923706055
1982-10-01,10.619999885559082,9.319999694824219,10.90999984741211,10.800000190734863,7.96999979019165,8.630000114440918
1982-11-01,9.979999542236328,9.15999984741211,10.550000190734863,10.380000114440918,8.350000381469727,8.800000190734863
1982-12-01,9.880000114440918,8.90999984741211,10.539999961853027,10.220000267028809,8.199999809265137,8.59000015258789
1983-01-01,9.640000343322754,8.619999885559082,10.460000038146973,10.029999732971191,8.119999885559082,8.329999923706055
1983-02-01,9.90999984741211,8.920000076293945,10.720000267028809,10.260000228881836,8.390000343322754,8.649999618530273
1983-03-01,9.84000015258789,9.039999961853027,10.510000228881836,10.079999923706055,8.65999984741211,8.859999656677246
1983-04-01,9.760000228881836,8.979999542236328,10.399999618530273,10.020000457763672,8.510000228881836,8.779999732971191
1983-05-01,9.65999984741211,8.899999618530273,10.380000114440918,10.029999732971191,8.5,8.699999809265137
1983-06-01,10.319999694824219,9.65999984741211,10.850000381469727,10.630000114440918,9.140000343322754,9.4399995803833
1983-07-01,10.899999618530273,10.199999809265137,11.380000114440918,11.210000038146973,9.449999809265137,9.850000381469727
1983-08-01,11.300000190734863,10.529999732971191,11.850000381469727,11.630000114440918,9.739999771118164,10.15999984741211
1983-09-01,11.069999694824219,10.15999984741211,11.649999618530273,11.430000305175781,9.359999656677246,9.729999542236328
1983-10-01,10.869999885559082,9.8100004196167,11.539999961853027,11.279999732971191,8.989999771118164,9.390000343322754
1983-11-01,10.960000038146973,9.9399995803833,11.6899995803833,11.40999984741211,9.109999656677246,9.479999542236328
1983-12-01,11.130000114440918,10.109999656677246,11.829999923706055,11.539999961853027,9.359999656677246,9.760000228881836
1984-01-01,10.930000305175781,9.899999618530273,11.670000076293945,11.369999885559082,9.260000228881836,9.5600004196167
1984-02-01,11.050000190734863,10.039999961853027,11.84000015258789,11.539999961853027,9.460000038146973,9.770000457763672
1984-03-01,11.59000015258789,10.59000015258789,12.319999694824219,12.020000457763672,9.890000343322754,10.270000457763672
1984-04-01,11.979999542236328,10.899999618530273,12.630000114440918,12.369999885559082,10.069999694824219,10.470000267028809
1984-05-01,12.75,11.65999984741211,13.40999984741211,13.170000076293945,10.220000267028809,11.020000457763672
1984-06-01,13.180000305175781,12.079999923706055,13.5600004196167,13.479999542236328,10.260000228881836,11.239999771118164
1984-07-01,13.079999923706055,12.029999732971191,13.359999656677246,13.270000457763672,10.529999732971191,11.270000457763672
1984-08-01,12.5,11.819999694824219,12.720000267028809,12.680000305175781,10.899999618530273,11.369999885559082
1984-09-01,12.34000015258789,11.579999923706055,12.520000457763672,12.529999732971191,10.800000190734863,11.1899995803833
1984-10-01,11.850000381469727,10.899999618530273,12.15999984741211,12.0600004196167,10.119999885559082,10.520000457763672
1984-11-01,10.899999618530273,9.819999694824219,11.569999694824219,11.329999923706055,8.920000076293945,9.34000015258789
1984-12-01,10.5600004196167,9.329999923706055,11.5,11.069999694824219,8.34000015258789,8.760000228881836
1985-01-01,10.430000305175781,9.020000457763672,11.380000114440918,10.930000305175781,8.020000457763672,8.449999809265137
1985-02-01,10.550000190734863,9.289999961853027,11.510000228881836,11.130000114440918,8.5600004196167,8.869999885559082
1985-03-01,11.050000190734863,9.859999656677246,11.859999656677246,11.520000457763672,8.829999923706055,9.449999809265137
1985-04-01,10.489999771118164,9.140000343322754,11.430000305175781,11.010000228881836,8.220000267028809,8.710000038146973
1985-05-01,9.75,8.460000038146973,10.850000381469727,10.34000015258789,7.730000019073486,8.069999694824219
1985-06-01,9.050000190734863,7.800000190734863,10.15999984741211,9.600000381469727,7.179999828338623,7.460000038146973
1985-07-01,9.180000305175781,7.860000133514404,10.3100004196167,9.699999809265137,7.320000171661377,7.570000171661377
1985-08-01,9.3100004196167,8.050000190734863,10.329999923706055,9.8100004196167,7.369999885559082,7.710000038146973
1985-09-01,9.369999885559082,8.069999694824219,10.369999885559082,9.8100004196167,7.329999923706055,7.639999866485596
1985-10-01,9.25,8.010000228881836,10.239999771118164,9.6899995803833,7.400000095367432,7.710000038146973
1985-11-01,8.880000114440918,7.880000114440918,9.779999732971191,9.279999732971191,7.480000019073486,7.679999828338623
1985-12-01,8.399999618530273,7.670000076293945,9.260000228881836,8.729999542236328,7.329999923706055,7.5
1986-01-01,8.40999984741211,7.730000019073486,9.1899995803833,8.680000305175781,7.300000190734863,7.53000020980835
1986-02-01,8.100000381469727,7.610000133514404,8.699999809265137,8.34000015258789,7.289999961853027,7.46999979019165
1986-03-01,7.300000190734863,7.03000020980835,7.78000020980835,7.460000038146973,6.760000228881836,6.889999866485596
1986-04-01,6.860000133514404,6.440000057220459,7.300000190734863,7.050000190734863,6.239999771118164,6.360000133514404
1986-05-01,7.269999980926514,6.650000095367432,7.710000038146973,7.519999980926514,6.329999923706055,6.46999979019165
1986-06-01,7.409999847412109,6.730000019073486,7.800000190734863,7.639999866485596,6.400000095367432,6.559999942779541
1986-07-01,6.860000133514404,6.269999980926514,7.300000190734863,7.059999942779541,6.0,6.119999885559082
1986-08-01,6.489999771118164,5.929999828338623,7.170000076293945,6.800000190734863,5.690000057220459,5.789999961853027
1986-09-01,6.619999885559082,5.769999980926514,7.449999809265137,6.920000076293945,5.349999904632568,5.570000171661377
1986-10-01,6.559999942779541,5.71999979019165,7.429999828338623,6.829999923706055,5.320000171661377,5.480000019073486
1986-11-01,6.460000038146973,5.800000190734863,7.25,6.760000228881836,5.5,5.639999866485596
1986-12-01,6.429999828338623,5.869999885559082,7.110000133514404,6.670000076293945,5.679999828338623,5.78000020980835
1987-01-01,6.409999847412109,5.78000020980835,7.079999923706055,6.639999866485596,5.579999923706055,5.670000076293945
1987-02-01,6.559999942779541,5.960000038146973,7.25,6.789999961853027,5.75,5.829999923706055
1987-03-01,6.579999923706055,6.03000020980835,7.25,6.789999961853027,5.769999980926514,5.860000133514404
1987-04-01,7.320000171661377,6.5,8.020000457763672,7.570000171661377,5.820000171661377,6.190000057220459
1987-05-01,8.020000457763672,7.0,8.609999656677246,8.260000228881836,5.849999904632568,6.349999904632568
1987-06-01,7.820000171661377,6.800000190734863,8.399999618530273,8.020000457763672,5.849999904632568,6.28000020980835
1987-07-01,7.739999771118164,6.679999828338623,8.449999809265137,8.010000228881836,5.880000114440918,6.050000190734863
1987-08-01,8.029999732971191,7.03000020980835,8.760000228881836,8.319999694824219,6.230000019073486,6.460000038146973
1987-09-01,8.670000076293945,7.670000076293945,9.420000076293945,8.9399995803833,6.619999885559082,6.989999771118164
1987-10-01,8.75,7.590000152587891,9.520000457763672,9.079999923706055,6.349999904632568,7.039999961853027
1987-11-01,7.989999771118164,6.960000038146973,8.859999656677246,8.350000381469727,5.889999866485596,6.5
1987-12-01,8.130000114440918,7.170000076293945,8.989999771118164,8.449999809265137,5.960000038146973,6.679999828338623
1988-01-01,7.869999885559082,6.989999771118164,8.670000076293945,8.180000305175781,6.0,6.559999942779541
1988-02-01,7.380000114440918,6.639999866485596,8.210000038146973,7.710000038146973,5.840000152587891,6.210000038146973
1988-03-01,7.5,6.710000038146973,8.369999885559082,7.829999923706055,5.869999885559082,6.179999828338623
1988-04-01,7.829999923706055,7.010000228881836,8.720000267028809,8.1899995803833,6.079999923706055,6.5
1988-05-01,8.239999771118164,7.400000095367432,9.09000015258789,8.579999923706055,6.449999809265137,6.889999866485596
1988-06-01,8.220000267028809,7.489999771118164,8.920000076293945,8.489999771118164,6.659999847412109,7.039999961853027
1988-07-01,8.4399995803833,7.75,9.0600004196167,8.65999984741211,6.949999809265137,7.349999904632568
1988-08-01,8.770000457763672,8.170000076293945,9.260000228881836,8.9399995803833,7.300000190734863,7.789999961853027
1988-09-01,8.569999694824219,8.09000015258789,8.979999542236328,8.6899995803833,7.480000019073486,7.820000171661377
1988-10-01,8.430000305175781,8.109999656677246,8.800000190734863,8.510000228881836,7.599999904632568,7.900000095367432
1988-11-01,8.720000267028809,8.479999542236328,8.960000038146973,8.789999961853027,8.029999732971191,8.300000190734863
1988-12-01,9.109999656677246,8.989999771118164,9.109999656677246,9.09000015258789,8.350000381469727,8.699999809265137
1989-01-01,9.199999809265137,9.050000190734863,9.09000015258789,9.149999618530273,8.5600004196167,8.850000381469727
1989-02-01,9.319999694824219,9.25,9.170000076293945,9.270000457763672,8.84000015258789,9.050000190734863
1989-03-01,9.609999656677246,9.569999694824219,9.359999656677246,9.510000228881836,9.140000343322754,9.390000343322754
1989-04-01,9.399999618530273,9.359999656677246,9.180000305175781,9.300000190734863,8.960000038146973,9.170000076293945
1989-05-01,8.979999542236328,8.979999542236328,8.859999656677246,8.90999984741211,8.739999771118164,8.90999984741211
1989-06-01,8.369999885559082,8.4399995803833,8.279999732971191,8.289999961853027,8.430000305175781,8.380000114440918
1989-07-01,7.829999923706055,7.889999866485596,8.020000457763672,7.829999923706055,8.149999618530273,8.010000228881836
1989-08-01,8.130000114440918,8.180000305175781,8.109999656677246,8.09000015258789,8.170000076293945,8.170000076293945
1989-09-01,8.260000228881836,8.220000267028809,8.1899995803833,8.170000076293945,8.010000228881836,8.15999984741211
1989-10-01,8.020000457763672,7.989999771118164,8.010000228881836,7.96999979019165,7.900000095367432,8.029999732971191
1989-11-01,7.800000190734863,7.769999980926514,7.869999885559082,7.809999942779541,7.940000057220459,7.889999866485596
1989-12-01,7.769999980926514,7.71999979019165,7.840000152587891,7.75,7.880000114440918,7.809999942779541
1990-01-01,8.130000114440918,7.920000076293945,8.210000038146973,8.119999885559082,7.900000095367432,7.960000038146973
1990-02-01,8.390000343322754,8.109999656677246,8.470000267028809,8.420000076293945,8.0,8.119999885559082
1990-03-01,8.630000114440918,8.350000381469727,8.59000015258789,8.600000381469727,8.170000076293945,8.279999732971191
1990-04-01,8.779999732971191,8.399999618530273,8.789999961853027,8.770000457763672,8.039999961853027,8.270000457763672
1990-05-01,8.6899995803833,8.319999694824219,8.760000228881836,8.739999771118164,8.010000228881836,8.1899995803833
1990-06-01,8.399999618530273,8.100000381469727,8.479999542236328,8.430000305175781,7.989999771118164,8.050000190734863
1990-07-01,8.260000228881836,7.940000057220459,8.470000267028809,8.329999923706055,7.869999885559082,7.920000076293945
1990-08-01,8.220000267028809,7.78000020980835,8.75,8.4399995803833,7.690000057220459,7.769999980926514
1990-09-01,8.270000457763672,7.760000228881836,8.890000343322754,8.510000228881836,7.599999904632568,7.699999809265137
1990-10-01,8.069999694824219,7.550000190734863,8.720000267028809,8.329999923706055,7.400000095367432,7.53000020980835
1990-11-01,7.739999771118164,7.309999942779541,8.390000343322754,8.020000457763672,7.289999961853027,7.389999866485596
1990-12-01,7.46999979019165,7.050000190734863,8.079999923706055,7.730000019073486,6.949999809265137,7.03000020980835
1991-01-01,7.380000114440918,6.639999866485596,8.09000015258789,7.699999809265137,6.409999847412109,6.579999923706055
1991-02-01,7.079999923706055,6.269999980926514,7.849999904632568,7.46999979019165,6.119999885559082,6.190000057220459
1991-03-01,7.349999904632568,6.400000095367432,8.109999656677246,7.769999980926514,6.090000152587891,6.199999809265137
1991-04-01,7.230000019073486,6.239999771118164,8.039999961853027,7.699999809265137,5.829999923706055,5.980000019073486
1991-05-01,7.119999885559082,6.130000114440918,8.069999694824219,7.699999809265137,5.630000114440918,5.869999885559082
1991-06-01,7.389999866485596,6.360000133514404,8.279999732971191,7.940000057220459,5.75,6.019999980926514
1991-07-01,7.380000114440918,6.309999942779541,8.270000457763672,7.909999847412109,5.75,5.96999979019165
1991-08-01,6.800000190734863,5.78000020980835,7.900000095367432,7.429999828338623,5.5,5.630000114440918
1991-09-01,6.5,5.570000171661377,7.650000095367432,7.139999866485596,5.369999885559082,5.480000019073486
1991-10-01,6.230000019073486,5.329999923706055,7.53000020980835,6.869999885559082,5.139999866485596,5.260000228881836
1991-11-01,5.900000095367432,4.889999866485596,7.420000076293945,6.619999885559082,4.690000057220459,4.800000190734863
1991-12-01,5.389999866485596,4.380000114440918,7.090000152587891,6.190000057220459,4.179999828338623,4.260000228881836
1992-01-01,5.400000095367432,4.150000095367432,7.03000020980835,6.239999771118164,3.9100000858306885,4.010000228881836
1992-02-01,5.71999979019165,4.289999961853027,7.340000152587891,6.579999923706055,3.950000047683716,4.079999923706055
1992-03-01,6.179999828338623,4.630000114440918,7.539999961853027,6.949999809265137,4.139999866485596,4.329999923706055
1992-04-01,5.929999828338623,4.300000190734863,7.480000019073486,6.78000020980835,3.8399999141693115,4.0
1992-05-01,5.809999942779541,4.190000057220459,7.389999866485596,6.690000057220459,3.7200000286102295,3.880000114440918
1992-06-01,5.599999904632568,4.170000076293945,7.260000228881836,6.480000019073486,3.75,3.9000000953674316
1992-07-01,4.909999847412109,3.5999999046325684,6.840000152587891,5.840000152587891,3.2799999713897705,3.380000114440918
1992-08-01,4.71999979019165,3.4700000286102295,6.590000152587891,5.599999904632568,3.200000047683716,3.309999942779541
1992-09-01,4.420000076293945,3.180000066757202,6.420000076293945,5.380000114440918,2.9700000286102295,3.0399999618530273
1992-10-01,4.639999866485596,3.299999952316284,6.590000152587891,5.599999904632568,2.930000066757202,3.130000114440918
1992-11-01,5.139999866485596,3.680000066757202,6.869999885559082,6.039999961853027,3.2100000381469727,3.440000057220459
1992-12-01,5.210000038146973,3.7100000381469727,6.769999980926514,6.079999923706055,3.2899999618530273,3.4700000286102295
1993-01-01,4.929999828338623,3.5,6.599999904632568,5.829999923706055,3.069999933242798,3.240000009536743
1993-02-01,4.579999923706055,3.390000104904175,6.260000228881836,5.429999828338623,2.990000009536743,3.1600000858306885
1993-03-01,4.400000095367432,3.3299999237060547,5.980000019073486,5.190000057220459,3.009999990463257,3.1500000953674316
1993-04-01,4.300000190734863,3.240000009536743,5.96999979019165,5.130000114440918,2.930000066757202,3.059999942779541
1993-05-01,4.400000095367432,3.359999895095825,6.039999961853027,5.199999809265137,3.0299999713897705,3.1700000762939453
1993-06-01,4.53000020980835,3.5399999618530273,5.960000038146973,5.21999979019165,3.140000104904175,3.2899999618530273
1993-07-01,4.429999828338623,3.4700000286102295,5.809999942779541,5.090000152587891,3.109999895095825,3.259999990463257
1993-08-01,4.360000133514404,3.440000057220459,5.679999828338623,5.03000020980835,3.0899999141693115,3.240000009536743
1993-09-01,4.170000076293945,3.359999895095825,5.360000133514404,4.730000019073486,3.009999990463257,3.1500000953674316
1993-10-01,4.179999828338623,3.390000104904175,5.329999923706055,4.710000038146973,3.0899999141693115,3.2200000286102295
1993-11-01,4.5,3.5799999237060547,5.71999979019165,5.059999942779541,3.180000066757202,3.359999895095825
1993-12-01,4.539999961853027,3.609999895095825,5.769999980926514,5.150000095367432,3.130000114440918,3.3399999141693115
1994-01-01,4.480000019073486,3.5399999618530273,5.75,5.090000152587891,3.0399999618530273,3.25
1994-02-01,4.829999923706055,3.869999885559082,5.96999979019165,5.400000095367432,3.3299999237060547,3.5299999713897705
1994-03-01,5.400000095367432,4.320000171661377,6.480000019073486,5.940000057220459,3.5899999141693115,3.9200000762939453
1994-04-01,5.989999771118164,4.820000171661377,6.96999979019165,6.519999980926514,3.7799999713897705,4.25
1994-05-01,6.340000152587891,5.309999942779541,7.179999828338623,6.78000020980835,4.269999980926514,4.789999961853027
1994-06-01,6.269999980926514,5.269999980926514,7.099999904632568,6.699999809265137,4.25,4.71999979019165
1994-07-01,6.480000019073486,5.480000019073486,7.300000190734863,6.909999847412109,4.460000038146973,4.949999809265137
1994-08-01,6.5,5.559999942779541,7.239999771118164,6.880000114440918,4.610000133514404,5.079999923706055
1994-09-01,6.690000057220459,5.760000228881836,7.460000038146973,7.079999923706055,4.75,5.239999771118164
1994-10-01,7.039999961853027,6.110000133514404,7.739999771118164,7.400000095367432,5.099999904632568,5.619999885559082
1994-11-01,7.440000057220459,6.539999961853027,7.960000038146973,7.71999979019165,5.449999809265137,5.980000019073486
1994-12-01,7.710000038146973,7.139999866485596,7.809999942779541,7.78000020980835,5.760000228881836,6.5
1995-01-01,7.659999847412109,7.050000190734863,7.78000020980835,7.760000228881836,5.900000095367432,6.510000228881836
1995-02-01,7.25,6.699999809265137,7.46999979019165,7.369999885559082,5.940000057220459,6.309999942779541
1995-03-01,6.889999866485596,6.429999828338623,7.199999809265137,7.050000190734863,5.909999847412109,6.170000076293945
1995-04-01,6.679999828338623,6.269999980926514,7.059999942779541,6.860000133514404,5.840000152587891,6.050000190734863
1995-05-01,6.269999980926514,6.0,6.630000114440918,6.409999847412109,5.849999904632568,5.929999828338623
1995-06-01,5.800000190734863,5.639999866485596,6.170000076293945,5.929999828338623,5.639999866485596,5.659999847412109
1995-07-01,5.889999866485596,5.590000152587891,6.28000020980835,6.010000228881836,5.590000152587891,5.619999885559082
1995-08-01,6.099999904632568,5.75,6.489999771118164,6.239999771118164,5.570000171661377,5.650000095367432
1995-09-01,5.889999866485596,5.619999885559082,6.199999809265137,6.0,5.429999828338623,5.539999961853027
1995-10-01,5.769999980926514,5.590000152587891,6.039999961853027,5.860000133514404,5.440000057220459,5.559999942779541
1995-11-01,5.570000171661377,5.429999828338623,5.929999828338623,5.690000057220459,5.519999980926514,5.510000228881836
1995-12-01,5.389999866485596,5.309999942779541,5.710000038146973,5.510000228881836,5.289999961853027,5.349999904632568
1996-01-01,5.199999809265137,5.090000152587891,5.650000095367432,5.360000133514404,5.150000095367432,5.130000114440918
1996-02-01,5.139999866485596,4.940000057220459,5.809999942779541,5.380000114440918,4.960000038146973,4.96999979019165
1996-03-01,5.789999961853027,5.340000152587891,6.269999980926514,5.96999979019165,5.099999904632568,5.159999847412109
1996-04-01,6.110000133514404,5.539999961853027,6.510000228881836,6.300000190734863,5.090000152587891,5.269999980926514
1996-05-01,6.269999980926514,5.639999866485596,6.739999771118164,6.480000019073486,5.150000095367432,5.329999923706055
1996-06-01,6.489999771118164,5.809999942779541,6.909999847412109,6.690000057220459,5.230000019073486,5.460000038146973
1996-07-01,6.449999809265137,5.849999904632568,6.869999885559082,6.639999866485596,5.300000190734863,5.519999980926514
1996-08-01,6.210000038146973,5.670000076293945,6.639999866485596,6.389999866485596,5.190000057220459,5.340000152587891
1996-09-01,6.409999847412109,5.829999923706055,6.829999923706055,6.599999904632568,5.239999771118164,5.449999809265137
1996-10-01,6.079999923706055,5.550000190734863,6.53000020980835,6.269999980926514,5.119999885559082,5.320000171661377
1996-11-01,5.820000171661377,5.420000076293945,6.199999809265137,5.96999979019165,5.170000076293945,5.269999980926514
1996-12-01,5.909999847412109,5.46999979019165,6.300000190734863,6.070000171661377,5.039999961853027,5.239999771118164
1997-01-01,6.159999847412109,5.610000133514404,6.579999923706055,6.329999923706055,5.170000076293945,5.309999942779541
1997-02-01,6.03000020980835,5.53000020980835,6.420000076293945,6.199999809265137,5.139999866485596,5.269999980926514
1997-03-01,6.380000114440918,5.800000190734863,6.690000057220459,6.539999961853027,5.28000020980835,5.480000019073486
1997-04-01,6.610000133514404,5.989999771118164,6.889999866485596,6.760000228881836,5.300000190734863,5.599999904632568
1997-05-01,6.420000076293945,5.869999885559082,6.710000038146973,6.570000171661377,5.199999809265137,5.53000020980835
1997-06-01,6.239999771118164,5.690000057220459,6.489999771118164,6.380000114440918,5.070000171661377,5.340000152587891
1997-07-01,6.0,5.539999961853027,6.21999979019165,6.119999885559082,5.190000057220459,5.329999923706055
1997-08-01,6.059999942779541,5.559999942779541,6.300000190734863,6.159999847412109,5.28000020980835,5.400000095367432
1997-09-01,5.980000019073486,5.519999980926514,6.210000038146973,6.110000133514404,5.079999923706055,5.300000190734863
1997-10-01,5.840000152587891,5.460000038146973,6.03000020980835,5.929999828338623,5.110000133514404,5.300000190734863
1997-11-01,5.760000228881836,5.460000038146973,5.880000114440918,5.800000190734863,5.28000020980835,5.380000114440918
1997-12-01,5.739999771118164,5.53000020980835,5.809999942779541,5.769999980926514,5.300000190734863,5.449999809265137
1998-01-01,5.380000114440918,5.239999771118164,5.539999961853027,5.420000076293945,5.179999828338623,5.230000019073486
1998-02-01,5.429999828338623,5.309999942779541,5.570000171661377,5.489999771118164,5.230000019073486,5.269999980926514
1998-03-01,5.570000171661377,5.389999866485596,5.650000095367432,5.610000133514404,5.159999847412109,5.25
1998-04-01,5.579999923706055,5.380000114440918,5.639999866485596,5.610000133514404,5.079999923706055,5.260000228881836
1998-05-01,5.610000133514404,5.440000057220459,5.650000095367432,5.630000114440918,5.139999866485596,5.360000133514404
1998-06-01,5.519999980926514,5.409999847412109,5.5,5.519999980926514,5.119999885559082,5.320000171661377
1998-07-01,5.46999979019165,5.360000133514404,5.460000038146973,5.460000038146973,5.090000152587891,5.230000019073486
1998-08-01,5.239999771118164,5.210000038146973,5.340000152587891,5.269999980926514,5.039999961853027,5.150000095367432
1998-09-01,4.619999885559082,4.710000038146973,4.809999942779541,4.619999885559082,4.739999771118164,4.809999942779541
1998-10-01,4.179999828338623,4.119999885559082,4.53000020980835,4.179999828338623,4.070000171661377,4.199999809265137
1998-11-01,4.570000171661377,4.53000020980835,4.829999923706055,4.539999961853027,4.53000020980835,4.590000152587891
1998-12-01,4.480000019073486,4.519999980926514,4.650000095367432,4.449999809265137,4.5,4.570000171661377
1999-01-01,4.610000133514404,4.510000228881836,4.71999979019165,4.599999904632568,4.449999809265137,4.489999771118164
1999-02-01,4.900000095367432,4.699999809265137,5.0,4.909999847412109,4.559999942779541,4.610000133514404
1999-03-01,5.110000133514404,4.78000020980835,5.230000019073486,5.139999866485596,4.570000171661377,4.650000095367432
1999-04-01,5.03000020980835,4.690000057220459,5.179999828338623,5.079999923706055,4.409999847412109,4.539999961853027
1999-05-01,5.329999923706055,4.849999904632568,5.539999961853027,5.440000057220459,4.630000114440918,4.75
1999-06-01,5.699999809265137,5.099999904632568,5.900000095367432,5.809999942779541,4.71999979019165,5.03000020980835
1999-07-01,5.619999885559082,5.03000020980835,5.789999961853027,5.679999828338623,4.690000057220459,4.75
1999-08-01,5.769999980926514,5.199999809265137,5.940000057220459,5.840000152587891,4.869999885559082,5.090000152587891
1999-09-01,5.75,5.25,5.920000076293945,5.800000190734863,4.820000171661377,5.079999923706055
1999-10-01,5.940000057220459,5.429999828338623,6.110000133514404,6.03000020980835,5.019999980926514,5.199999809265137
1999-11-01,5.920000076293945,5.550000190734863,6.03000020980835,5.96999979019165,5.230000019073486,5.429999828338623
1999-12-01,6.139999866485596,5.840000152587891,6.28000020980835,6.190000057220459,5.360000133514404,5.679999828338623
2000-01-01,6.489999771118164,6.119999885559082,6.659999847412109,6.579999923706055,5.5,5.760000228881836
2000-02-01,6.650000095367432,6.21999979019165,6.519999980926514,6.679999828338623,5.730000019073486,6.0
2000-03-01,6.53000020980835,6.21999979019165,6.260000228881836,6.5,5.860000133514404,6.110000133514404
2000-04-01,6.360000133514404,6.150000095367432,5.989999771118164,6.260000228881836,5.820000171661377,6.070000171661377
2000-05-01,6.769999980926514,6.329999923706055,6.440000057220459,6.690000057220459,5.989999771118164,6.389999866485596
2000-06-01,6.429999828338623,6.170000076293945,6.099999904632568,6.300000190734863,5.860000133514404,6.239999771118164
2000-07-01,6.28000020980835,6.079999923706055,6.050000190734863,6.179999828338623,6.139999866485596,6.269999980926514
